Model,DPO2024B
Firmware Version,1.56

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.0002,,,
Sample Interval,3.84025e-07,,,
Filter Frequency,290000,,,
Record Length,5208,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,0.1,,0.02,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
4.4193e-04,-0.444,-0.448,0.004,0.0112
4.4231e-04,-0.444,-0.44,0.004,-0.0152
4.4270e-04,-0.444,-0.448,0.0048,0.0216
4.4308e-04,-0.444,-0.436,0.0056,-0.0144
4.4347e-04,-0.444,-0.448,0.0056,0.0248
4.4385e-04,-0.444,-0.436,0.0048,0.0016
4.4423e-04,-0.444,-0.448,0.0024,0.008
4.4462e-04,-0.444,-0.436,0.000799999,-0.004
4.4500e-04,-0.444,-0.448,-5.72205e-10,0.008
4.4539e-04,-0.444,-0.44,-0.000800001,-0.0056
4.4577e-04,-0.444,-0.448,-0.0016,0.0024
4.4615e-04,-0.444,-0.436,-0.0016,-0.0072
4.4654e-04,-0.444,-0.448,-0.0016,0.004
4.4692e-04,-0.444,-0.44,-0.0024,-0.0056
4.4731e-04,-0.444,-0.448,-0.0024,0.000799999
4.4769e-04,-0.444,-0.44,-0.004,-0.0072
4.4807e-04,-0.444,-0.448,-0.004,0.0032
4.4846e-04,-0.444,-0.44,-0.004,-0.0096
4.4884e-04,-0.444,-0.448,-0.004,-0.000800001
4.4923e-04,-0.444,-0.44,-0.0032,-0.0064
4.4961e-04,-0.444,-0.448,-0.0032,-0.000800001
4.4999e-04,-0.444,-0.44,-0.0032,-0.008
4.5038e-04,-0.444,-0.448,-0.004,0.0016
4.5076e-04,-0.444,-0.44,-0.0056,-0.0112
4.5115e-04,-0.444,-0.448,-0.0072,-0.0024
4.5153e-04,-0.444,-0.44,-0.008,-0.0144
4.5191e-04,-0.444,-0.448,-0.0072,-0.0024
4.5230e-04,-0.444,-0.44,-0.004,-0.0088
4.5268e-04,-0.444,-0.448,-0.000800001,-0.000800001
4.5307e-04,-0.444,-0.44,0.0024,-0.0048
4.5345e-04,-0.444,-0.448,0.0056,0.0112
4.5383e-04,-0.444,-0.44,0.0072,0.0032
4.5422e-04,-0.444,-0.448,0.0096,0.0128
4.5460e-04,-0.444,-0.436,0.0128,0.0072
4.5499e-04,-0.444,-0.448,0.016,0.0168
4.5537e-04,-0.444,-0.44,0.0192,0.0136
4.5575e-04,-0.444,-0.448,0.0224,0.024
4.5614e-04,-0.444,-0.44,0.0248,0.0184
4.5652e-04,-0.444,-0.448,0.0272,0.0304
4.5691e-04,-0.444,-0.436,0.0296,0.024
4.5729e-04,-0.444,-0.448,0.0312,0.0352
4.5767e-04,-0.444,-0.44,0.0344,0.0296
4.5806e-04,-0.444,-0.448,0.0376,0.0384
4.5844e-04,-0.444,-0.44,0.0416,0.036
4.5883e-04,-0.444,-0.448,0.0448,0.048
4.5921e-04,-0.444,-0.44,0.0464,0.0416
4.5959e-04,-0.444,-0.448,0.0464,0.0528
4.5998e-04,-0.444,-0.44,0.0456,0.0408
4.6036e-04,-0.444,-0.448,0.0448,0.052
4.6075e-04,-0.444,-0.44,0.0432,0.04
4.6113e-04,-0.444,-0.448,0.0424,0.0472
4.6151e-04,-0.444,-0.44,0.0408,0.0352
4.6190e-04,-0.444,-0.448,0.04,0.0464
4.6228e-04,-0.444,-0.44,0.04,0.0352
4.6267e-04,-0.444,-0.448,0.0408,0.0416
4.6305e-04,-0.444,-0.44,0.0416,0.0352
4.6343e-04,-0.444,-0.448,0.0424,0.0544
4.6382e-04,-0.444,-0.436,0.044,0.0408
4.6420e-04,-0.444,-0.448,0.0448,0.0464
4.6459e-04,-0.444,-0.44,0.0456,0.0416
4.6497e-04,-0.444,-0.452,0.0472,0.052
4.6535e-04,-0.444,-0.436,0.0496,0.044
4.6574e-04,-0.444,-0.448,0.0512,0.0568
4.6612e-04,-0.444,-0.44,0.052,0.0488
4.6651e-04,-0.444,-0.448,0.0512,0.056
4.6689e-04,-0.444,-0.436,0.0496,0.0448
4.6727e-04,-0.444,-0.448,0.0472,0.0544
4.6766e-04,-0.444,-0.436,0.0456,0.0408
4.6804e-04,-0.444,-0.448,0.044,0.0504
4.6843e-04,-0.444,-0.436,0.044,0.0392
4.6881e-04,-0.444,-0.448,0.044,0.0472
4.6920e-04,-0.444,-0.436,0.044,0.0424
4.6958e-04,-0.444,-0.448,0.0448,0.0464
4.6996e-04,-0.444,-0.44,0.0464,0.0424
4.7035e-04,-0.444,-0.448,0.0472,0.0496
4.7073e-04,-0.444,-0.436,0.0472,0.0432
4.7112e-04,-0.444,-0.448,0.0464,0.0536
4.7150e-04,-0.444,-0.44,0.0456,0.0384
4.7188e-04,-0.444,-0.448,0.044,0.052
4.7227e-04,-0.444,-0.44,0.0432,0.0408
4.7265e-04,-0.444,-0.448,0.0432,0.0448
4.7304e-04,-0.444,-0.436,0.0432,0.0376
4.7342e-04,-0.444,-0.448,0.0416,0.0536
4.7380e-04,-0.444,-0.44,0.0384,0.0304
4.7419e-04,-0.444,-0.448,0.0352,0.0448
4.7457e-04,-0.444,-0.44,0.0328,0.028
4.7496e-04,-0.444,-0.448,0.032,0.0384
4.7534e-04,-0.444,-0.44,0.032,0.028
4.7572e-04,-0.444,-0.448,0.0328,0.0368
4.7611e-04,-0.444,-0.44,0.0336,0.0272
4.7649e-04,-0.444,-0.448,0.0336,0.036
4.7688e-04,-0.444,-0.44,0.0344,0.0296
4.7726e-04,-0.444,-0.448,0.036,0.0408
4.7764e-04,-0.444,-0.436,0.0376,0.0304
4.7803e-04,-0.444,-0.448,0.0392,0.0408
4.7841e-04,-0.444,-0.436,0.04,0.0376
4.7880e-04,-0.444,-0.448,0.0392,0.0424
4.7918e-04,-0.444,-0.44,0.0376,0.0312
4.7956e-04,-0.444,-0.448,0.036,0.0424
4.7995e-04,-0.444,-0.436,0.0352,0.0304
4.8033e-04,-0.444,-0.448,0.036,0.0392
4.8072e-04,-0.444,-0.436,0.036,0.032
4.8110e-04,-0.444,-0.448,0.036,0.0416
4.8148e-04,-0.444,-0.436,0.036,0.0304
4.8187e-04,-0.444,-0.448,0.036,0.0392
4.8225e-04,-0.444,-0.44,0.0376,0.0288
4.8264e-04,-0.444,-0.448,0.04,0.0432
4.8302e-04,-0.444,-0.436,0.0424,0.0208
4.8340e-04,-0.444,-0.448,0.0424,0.0616
4.8379e-04,-0.444,-0.436,0.0424,0.0392
4.8417e-04,-0.444,-0.448,0.0416,0.0456
4.8456e-04,-0.444,-0.436,0.0416,0.0376
4.8494e-04,-0.444,-0.448,0.0408,0.0488
4.8532e-04,-0.444,-0.436,0.04,0.036
4.8571e-04,-0.444,-0.448,0.0376,0.0472
4.8609e-04,-0.444,-0.436,0.036,0.032
4.8648e-04,-0.444,-0.448,0.0344,0.0432
4.8686e-04,-0.444,-0.436,0.0328,0.0304
4.8724e-04,-0.444,-0.448,0.0328,0.036
4.8763e-04,-0.444,-0.44,0.0328,0.0272
4.8801e-04,-0.444,-0.448,0.0328,0.0384
4.8840e-04,-0.444,-0.44,0.0328,0.028
4.8878e-04,-0.444,-0.448,0.0328,0.036
4.8916e-04,-0.444,-0.44,0.0328,0.0288
4.8955e-04,-0.444,-0.448,0.0336,0.036
4.8993e-04,-0.444,-0.44,0.0344,0.0312
4.9032e-04,-0.444,-0.448,0.0352,0.0384
4.9070e-04,-0.444,-0.44,0.0344,0.0304
4.9108e-04,-0.444,-0.448,0.0328,0.0408
4.9147e-04,-0.444,-0.44,0.0312,0.0224
4.9185e-04,-0.444,-0.448,0.0296,0.036
4.9224e-04,-0.444,-0.44,0.0296,0.0256
4.9262e-04,-0.444,-0.448,0.0312,0.0312
4.9300e-04,-0.444,-0.44,0.0336,0.0272
4.9339e-04,-0.444,-0.448,0.036,0.0448
4.9377e-04,-0.444,-0.436,0.0368,0.0296
4.9416e-04,-0.444,-0.448,0.0376,0.0424
4.9454e-04,-0.444,-0.44,0.0384,0.0312
4.9492e-04,-0.444,-0.448,0.04,0.044
4.9531e-04,-0.444,-0.44,0.0416,0.0376
4.9569e-04,-0.444,-0.448,0.0424,0.0456
4.9608e-04,-0.444,-0.436,0.0424,0.0392
4.9646e-04,-0.444,-0.448,0.0424,0.048
4.9684e-04,-0.444,-0.436,0.0416,0.0384
4.9723e-04,-0.444,-0.448,0.0408,0.0456
4.9761e-04,-0.444,-0.44,0.04,0.0352
4.9800e-04,-0.444,-0.448,0.0384,0.0464
4.9838e-04,-0.444,-0.44,0.0376,0.0352
4.9876e-04,-0.444,-0.448,0.0352,0.0408
4.9915e-04,-0.444,-0.44,0.0336,0.0168
4.9953e-04,-0.444,-0.448,0.032,0.052
4.9992e-04,-0.444,-0.44,0.032,0.0104
5.0030e-04,-0.444,-0.448,0.0328,0.052
5.0069e-04,-0.444,-0.44,0.0336,0.0264
5.0107e-04,-0.444,-0.448,0.0336,0.0392
5.0145e-04,-0.444,-0.44,0.0336,0.0248
5.0184e-04,-0.444,-0.448,0.0328,0.044
5.0222e-04,-0.444,-0.44,0.032,0.028
5.0261e-04,-0.444,-0.448,0.032,0.04
5.0299e-04,-0.444,-0.44,0.0312,0.0248
5.0337e-04,-0.444,-0.448,0.0304,0.0416
5.0376e-04,-0.444,-0.44,0.0288,0.0248
5.0414e-04,-0.444,-0.448,0.0288,0.0336
5.0453e-04,-0.444,-0.44,0.0288,0.0256
5.0491e-04,-0.444,-0.448,0.0288,0.032
5.0529e-04,-0.444,-0.44,0.0288,0.024
5.0568e-04,-0.444,-0.448,0.0288,0.0352
5.0606e-04,-0.444,-0.436,0.0288,0.0224
5.0645e-04,-0.444,-0.448,0.0296,0.0328
5.0683e-04,-0.444,-0.436,0.0312,0.0272
5.0721e-04,-0.444,-0.448,0.0328,0.0344
5.0760e-04,-0.444,-0.44,0.0344,0.0312
5.0798e-04,-0.444,-0.448,0.0352,0.04
5.0837e-04,-0.444,-0.436,0.036,0.0296
5.0875e-04,-0.444,-0.448,0.036,0.0408
5.0913e-04,-0.444,-0.44,0.036,0.032
5.0952e-04,-0.444,-0.448,0.0368,0.04
5.0990e-04,-0.444,-0.44,0.0376,0.0344
5.1029e-04,-0.444,-0.448,0.0376,0.04
5.1067e-04,-0.444,-0.436,0.0368,0.0304
5.1105e-04,-0.444,-0.448,0.0352,0.0408
5.1144e-04,-0.444,-0.436,0.0336,0.0264
5.1182e-04,-0.444,-0.448,0.0328,0.036
5.1221e-04,-0.444,-0.436,0.032,0.0272
5.1259e-04,-0.444,-0.448,0.0328,0.036
5.1297e-04,-0.444,-0.436,0.0344,0.0264
5.1336e-04,-0.444,-0.448,0.0344,0.0448
5.1374e-04,-0.444,-0.44,0.0336,0.0272
5.1413e-04,-0.444,-0.448,0.032,0.0392
5.1451e-04,-0.444,-0.44,0.0304,0.0264
5.1489e-04,-0.444,-0.448,0.0296,0.0344
5.1528e-04,-0.444,-0.44,0.0296,0.0248
5.1566e-04,-0.444,-0.448,0.0296,0.0344
5.1605e-04,-0.444,-0.44,0.0296,0.0264
5.1643e-04,-0.444,-0.448,0.0296,0.0336
5.1681e-04,-0.444,-0.44,0.0288,0.0248
5.1720e-04,-0.444,-0.448,0.028,0.0368
5.1758e-04,-0.444,-0.44,0.0272,0.0216
5.1797e-04,-0.444,-0.448,0.0272,0.0304
5.1835e-04,-0.444,-0.44,0.028,0.0248
5.1873e-04,-0.444,-0.448,0.0272,0.032
5.1912e-04,-0.444,-0.44,0.0272,0.024
5.1950e-04,-0.444,-0.448,0.0272,0.0304
5.1989e-04,-0.444,-0.44,0.028,0.0208
5.2027e-04,-0.444,-0.448,0.0296,0.0336
5.2065e-04,-0.444,-0.436,0.0312,0.0256
5.2104e-04,-0.444,-0.448,0.032,0.0344
5.2142e-04,-0.444,-0.44,0.0328,0.02
5.2181e-04,-0.444,-0.448,0.0328,0.0392
5.2219e-04,-0.444,-0.436,0.0328,0.012
5.2257e-04,-0.444,-0.448,0.0336,0.052
5.2296e-04,-0.444,-0.44,0.0344,0.016
5.2334e-04,-0.444,-0.448,0.0352,0.0536
5.2373e-04,-0.444,-0.44,0.036,0.0272
5.2411e-04,-0.444,-0.448,0.0368,0.0456
5.2449e-04,-0.444,-0.44,0.0368,0.0312
5.2488e-04,-0.444,-0.448,0.036,0.0432
5.2526e-04,-0.444,-0.436,0.036,0.028
5.2565e-04,-0.444,-0.448,0.0344,0.044
5.2603e-04,-0.444,-0.436,0.0336,0.0256
5.2641e-04,-0.444,-0.448,0.0328,0.0376
5.2680e-04,-0.444,-0.44,0.032,0.0272
5.2718e-04,-0.444,-0.448,0.0312,0.0368
5.2757e-04,-0.444,-0.44,0.0304,0.0264
5.2795e-04,-0.444,-0.448,0.0296,0.0336
5.2833e-04,-0.444,-0.44,0.028,0.0232
5.2872e-04,-0.444,-0.448,0.0264,0.0368
5.2910e-04,-0.444,-0.44,0.0248,0.0168
5.2949e-04,-0.444,-0.448,0.0248,0.032
5.2987e-04,-0.444,-0.44,0.0248,0.0224
5.3025e-04,-0.444,-0.452,0.024,0.0288
5.3064e-04,-0.444,-0.436,0.024,0.0216
5.3102e-04,-0.444,-0.448,0.0232,0.0256
5.3141e-04,-0.444,-0.436,0.0232,0.0184
5.3179e-04,-0.444,-0.448,0.0232,0.0288
5.3218e-04,-0.444,-0.436,0.024,0.0176
5.3256e-04,-0.444,-0.448,0.0256,0.028
5.3294e-04,-0.444,-0.44,0.0272,0.0232
5.3333e-04,-0.444,-0.448,0.028,0.0408
5.3371e-04,-0.444,-0.44,0.028,0.024
5.3410e-04,-0.444,-0.448,0.0272,0.0336
5.3448e-04,-0.444,-0.44,0.0272,0.0224
5.3486e-04,-0.444,-0.448,0.0272,0.0304
5.3525e-04,-0.444,-0.44,0.028,0.0232
5.3563e-04,-0.444,-0.448,0.028,0.0312
5.3602e-04,-0.444,-0.44,0.0288,0.0216
5.3640e-04,-0.444,-0.448,0.0304,0.0336
5.3678e-04,-0.444,-0.436,0.0312,0.0256
5.3717e-04,-0.444,-0.448,0.0328,0.0384
5.3755e-04,-0.444,-0.44,0.0336,0.0296
5.3794e-04,-0.444,-0.448,0.0344,0.0384
5.3832e-04,-0.444,-0.436,0.0352,0.032
5.3870e-04,-0.444,-0.448,0.0344,0.0384
5.3909e-04,-0.444,-0.44,0.0336,0.0296
5.3947e-04,-0.444,-0.448,0.032,0.0376
5.3986e-04,-0.444,-0.44,0.0312,0.0264
5.4024e-04,-0.444,-0.448,0.0304,0.0368
5.4062e-04,-0.444,-0.44,0.0288,0.0232
5.4101e-04,-0.444,-0.448,0.0272,0.0328
5.4139e-04,-0.444,-0.44,0.0264,0.02
5.4178e-04,-0.444,-0.448,0.0248,0.0296
5.4216e-04,-0.444,-0.44,0.024,0.02
5.4254e-04,-0.444,-0.448,0.024,0.0272
5.4293e-04,-0.444,-0.436,0.024,0.0176
5.4331e-04,-0.444,-0.448,0.0248,0.036
5.4370e-04,-0.444,-0.44,0.0256,0.0208
5.4408e-04,-0.444,-0.448,0.0248,0.0296
5.4446e-04,-0.444,-0.44,0.0248,0.0224
5.4485e-04,-0.444,-0.448,0.0248,0.0272
5.4523e-04,-0.444,-0.44,0.0248,0.02
5.4562e-04,-0.444,-0.448,0.0256,0.0312
5.4600e-04,-0.444,-0.436,0.0264,0.0232
5.4638e-04,-0.444,-0.448,0.0288,0.0312
5.4677e-04,-0.444,-0.436,0.0304,0.0256
5.4715e-04,-0.444,-0.448,0.032,0.0352
5.4754e-04,-0.444,-0.436,0.0328,0.0304
5.4792e-04,-0.444,-0.448,0.032,0.0344
5.4830e-04,-0.444,-0.436,0.032,0.0288
5.4869e-04,-0.444,-0.448,0.032,0.0368
5.4907e-04,-0.444,-0.44,0.032,0.0272
5.4946e-04,-0.444,-0.448,0.032,0.036
5.4984e-04,-0.444,-0.44,0.0328,0.0296
5.5022e-04,-0.444,-0.448,0.0328,0.036
5.5061e-04,-0.444,-0.44,0.0328,0.0304
5.5099e-04,-0.444,-0.448,0.0328,0.0352
5.5138e-04,-0.444,-0.44,0.032,0.0296
5.5176e-04,-0.444,-0.448,0.032,0.0352
5.5214e-04,-0.444,-0.44,0.0312,0.0288
5.5253e-04,-0.444,-0.448,0.0312,0.0336
5.5291e-04,-0.444,-0.436,0.0312,0.0296
5.5330e-04,-0.444,-0.448,0.0312,0.0344
5.5368e-04,-0.444,-0.436,0.0312,0.0288
5.5406e-04,-0.444,-0.448,0.0304,0.0336
5.5445e-04,-0.444,-0.44,0.0304,0.0288
5.5483e-04,-0.444,-0.448,0.0304,0.0328
5.5522e-04,-0.444,-0.436,0.0304,0.0288
5.5560e-04,-0.444,-0.448,0.0304,0.0328
5.5598e-04,-0.444,-0.44,0.0304,0.028
5.5637e-04,-0.444,-0.448,0.0304,0.032
5.5675e-04,-0.444,-0.436,0.0312,0.0288
5.5714e-04,-0.444,-0.448,0.0312,0.0328
5.5752e-04,-0.444,-0.436,0.0312,0.0296
5.5790e-04,-0.444,-0.448,0.0312,0.0336
5.5829e-04,-0.444,-0.44,0.0312,0.0288
5.5867e-04,-0.444,-0.448,0.0304,0.0328
5.5906e-04,-0.444,-0.436,0.0304,0.0288
5.5944e-04,-0.444,-0.448,0.0304,0.032
5.5982e-04,-0.444,-0.44,0.0304,0.0288
5.6021e-04,-0.444,-0.448,0.0304,0.0328
5.6059e-04,-0.444,-0.44,0.0304,0.028
5.6098e-04,-0.444,-0.448,0.0304,0.032
5.6136e-04,-0.444,-0.44,0.0304,0.028
5.6175e-04,-0.444,-0.448,0.0296,0.032
5.6213e-04,-0.444,-0.44,0.0296,0.028
5.6251e-04,-0.444,-0.448,0.0288,0.032
5.6290e-04,-0.444,-0.44,0.0288,0.0264
5.6328e-04,-0.444,-0.448,0.0288,0.0312
5.6367e-04,-0.444,-0.436,0.0288,0.0248
5.6405e-04,-0.444,-0.448,0.0296,0.0328
5.6443e-04,-0.444,-0.44,0.0296,0.028
5.6482e-04,-0.444,-0.448,0.0296,0.032
5.6520e-04,-0.444,-0.436,0.0296,0.0272
5.6559e-04,-0.444,-0.448,0.0296,0.0312
5.6597e-04,-0.444,-0.436,0.0296,0.0264
5.6635e-04,-0.444,-0.448,0.0296,0.0328
5.6674e-04,-0.444,-0.44,0.0296,0.0248
5.6712e-04,-0.444,-0.448,0.0296,0.0328
5.6751e-04,-0.444,-0.436,0.0296,0.0264
5.6789e-04,-0.444,-0.448,0.0288,0.0336
5.6827e-04,-0.444,-0.44,0.028,0.0208
5.6866e-04,-0.444,-0.448,0.0272,0.0328
5.6904e-04,-0.444,-0.44,0.0264,0.024
5.6943e-04,-0.444,-0.448,0.0256,0.0304
5.6981e-04,-0.444,-0.436,0.0248,0.0208
5.7019e-04,-0.444,-0.448,0.024,0.0296
5.7058e-04,-0.444,-0.44,0.0232,0.0184
5.7096e-04,-0.444,-0.448,0.0224,0.028
5.7135e-04,-0.444,-0.44,0.0216,0.016
5.7173e-04,-0.444,-0.448,0.02,0.028
5.7211e-04,-0.444,-0.44,0.0192,0.0144
5.7250e-04,-0.444,-0.448,0.0192,0.024
5.7288e-04,-0.444,-0.436,0.0208,0.0144
5.7327e-04,-0.444,-0.448,0.0224,0.0352
5.7365e-04,-0.444,-0.44,0.0232,0.0208
5.7403e-04,-0.444,-0.448,0.024,0.028
5.7442e-04,-0.444,-0.436,0.024,0.0184
5.7480e-04,-0.444,-0.448,0.024,0.0304
5.7519e-04,-0.444,-0.44,0.024,0.0192
5.7557e-04,-0.444,-0.448,0.0248,0.0296
5.7595e-04,-0.444,-0.436,0.0256,0.0224
5.7634e-04,-0.444,-0.448,0.0264,0.028
5.7672e-04,-0.444,-0.44,0.0264,0.024
5.7711e-04,-0.444,-0.448,0.0264,0.0296
5.7749e-04,-0.444,-0.436,0.0272,0.0216
5.7787e-04,-0.444,-0.448,0.0272,0.0328
5.7826e-04,-0.444,-0.436,0.028,0.0224
5.7864e-04,-0.444,-0.448,0.028,0.032
5.7903e-04,-0.444,-0.44,0.0288,0.0264
5.7941e-04,-0.444,-0.448,0.0296,0.032
5.7979e-04,-0.444,-0.436,0.0296,0.0256
5.8018e-04,-0.444,-0.448,0.0296,0.0336
5.8056e-04,-0.444,-0.436,0.0288,0.0264
5.8095e-04,-0.444,-0.448,0.028,0.032
5.8133e-04,-0.444,-0.44,0.0272,0.024
5.8171e-04,-0.444,-0.448,0.0264,0.0312
5.8210e-04,-0.444,-0.44,0.0248,0.0192
5.8248e-04,-0.444,-0.448,0.0232,0.0304
5.8287e-04,-0.444,-0.436,0.0232,-0.0064
5.8325e-04,-0.444,-0.448,0.0232,0.0416
5.8363e-04,-0.444,-0.44,0.0232,0.0072
5.8402e-04,-0.444,-0.448,0.0232,0.0416
5.8440e-04,-0.444,-0.436,0.0224,0.0112
5.8479e-04,-0.444,-0.448,0.0224,0.0336
5.8517e-04,-0.444,-0.436,0.0208,0.0128
5.8555e-04,-0.444,-0.448,0.02,0.0296
5.8594e-04,-0.444,-0.436,0.0192,0.0112
5.8632e-04,-0.444,-0.448,0.0192,0.0272
5.8671e-04,-0.444,-0.44,0.0184,0.0096
5.8709e-04,-0.444,-0.448,0.0184,0.024
5.8747e-04,-0.444,-0.44,0.0192,0.0152
5.8786e-04,-0.444,-0.448,0.02,0.0248
5.8824e-04,-0.444,-0.436,0.0208,0.016
5.8863e-04,-0.444,-0.448,0.0216,0.0248
5.8901e-04,-0.444,-0.436,0.0216,0.0152
5.8939e-04,-0.444,-0.448,0.0224,0.0264
5.8978e-04,-0.444,-0.436,0.0232,0.0168
5.9016e-04,-0.444,-0.448,0.0248,0.0288
5.9055e-04,-0.444,-0.436,0.0256,0.0208
5.9093e-04,-0.444,-0.448,0.0264,0.0296
5.9131e-04,-0.444,-0.436,0.0264,0.0208
5.9170e-04,-0.444,-0.448,0.0248,0.0344
5.9208e-04,-0.444,-0.436,0.0248,0.0192
5.9247e-04,-0.444,-0.448,0.0248,0.0304
5.9285e-04,-0.444,-0.436,0.0264,0.0176
5.9324e-04,-0.444,-0.448,0.0288,0.0392
5.9362e-04,-0.444,-0.436,0.0296,0.0272
5.9400e-04,-0.444,-0.448,0.0288,0.0352
5.9439e-04,-0.444,-0.436,0.028,0.0208
5.9477e-04,-0.444,-0.448,0.028,0.0328
5.9516e-04,-0.444,-0.436,0.028,0.0232
5.9554e-04,-0.444,-0.448,0.028,0.032
5.9592e-04,-0.444,-0.44,0.028,0.0224
5.9631e-04,-0.444,-0.448,0.028,0.032
5.9669e-04,-0.444,-0.436,0.0272,0.0248
5.9708e-04,-0.444,-0.448,0.0256,0.0296
5.9746e-04,-0.444,-0.44,0.024,0.0184
5.9784e-04,-0.444,-0.448,0.0224,0.0288
5.9823e-04,-0.444,-0.44,0.0208,0.0168
5.9861e-04,-0.444,-0.448,0.02,0.0264
5.9900e-04,-0.444,-0.436,0.0184,0.0152
5.9938e-04,-0.444,-0.448,0.0176,0.0216
5.9976e-04,-0.444,-0.44,0.0176,0.0152
6.0015e-04,-0.444,-0.448,0.0176,0.0192
6.0053e-04,-0.444,-0.44,0.0176,0.0112
6.0092e-04,-0.444,-0.448,0.0168,0.024
6.0130e-04,-0.444,-0.436,0.0168,0.0112
6.0168e-04,-0.444,-0.448,0.0168,0.0216
6.0207e-04,-0.444,-0.436,0.0176,0.0112
6.0245e-04,-0.444,-0.448,0.0184,0.0208
6.0284e-04,-0.444,-0.44,0.0192,0.0152
6.0322e-04,-0.444,-0.448,0.0208,0.0336
6.0360e-04,-0.444,-0.436,0.0224,0.0032
6.0399e-04,-0.444,-0.448,0.024,0.0352
6.0437e-04,-0.444,-0.436,0.0248,0.0184
6.0476e-04,-0.444,-0.448,0.0256,0.0296
6.0514e-04,-0.444,-0.436,0.0256,0.0216
6.0552e-04,-0.444,-0.448,0.0256,0.0312
6.0591e-04,-0.444,-0.44,0.0256,0.0192
6.0629e-04,-0.444,-0.448,0.0256,0.0304
6.0668e-04,-0.444,-0.436,0.0256,0.02
6.0706e-04,-0.444,-0.448,0.0248,0.028
6.0744e-04,-0.444,-0.44,0.0256,0.0184
6.0783e-04,-0.444,-0.448,0.0256,0.0288
6.0821e-04,-0.444,-0.44,0.0248,0.0208
6.0860e-04,-0.444,-0.448,0.0232,0.0296
6.0898e-04,-0.444,-0.436,0.0224,0.0184
6.0936e-04,-0.444,-0.448,0.0216,0.0288
6.0975e-04,-0.444,-0.44,0.0208,0.016
6.1013e-04,-0.444,-0.448,0.02,0.0256
6.1052e-04,-0.444,-0.44,0.0192,0.0144
6.1090e-04,-0.444,-0.448,0.0176,0.0224
6.1128e-04,-0.444,-0.436,0.016,0.0128
6.1167e-04,-0.444,-0.448,0.0144,0.0208
6.1205e-04,-0.444,-0.436,0.0128,0.0048
6.1244e-04,-0.444,-0.448,0.0128,0.0192
6.1282e-04,-0.444,-0.436,0.0144,0.0088
6.1320e-04,-0.444,-0.448,0.0152,0.0248
6.1359e-04,-0.444,-0.436,0.016,0.0088
6.1397e-04,-0.444,-0.448,0.016,0.0288
6.1436e-04,-0.444,-0.436,0.016,0.0128
6.1474e-04,-0.444,-0.448,0.0184,0.0184
6.1512e-04,-0.444,-0.436,0.0216,0.0128
6.1551e-04,-0.444,-0.448,0.0232,0.0264
6.1589e-04,-0.444,-0.436,0.024,0.0208
6.1628e-04,-0.444,-0.448,0.024,0.0272
6.1666e-04,-0.444,-0.44,0.024,0.0216
6.1704e-04,-0.444,-0.448,0.024,0.0264
6.1743e-04,-0.444,-0.436,0.024,0.0224
6.1781e-04,-0.444,-0.448,0.024,0.0264
6.1820e-04,-0.444,-0.436,0.024,0.0224
6.1858e-04,-0.444,-0.448,0.0248,0.0264
6.1896e-04,-0.444,-0.436,0.0248,0.0232
6.1935e-04,-0.444,-0.448,0.0256,0.0272
6.1973e-04,-0.444,-0.436,0.0256,0.0232
6.2012e-04,-0.444,-0.448,0.0256,0.0272
6.2050e-04,-0.444,-0.44,0.0256,0.024
6.2088e-04,-0.444,-0.448,0.0256,0.028
6.2127e-04,-0.444,-0.436,0.0256,0.024
6.2165e-04,-0.444,-0.448,0.0256,0.028
6.2204e-04,-0.444,-0.44,0.0256,0.0232
6.2242e-04,-0.444,-0.448,0.0256,0.0272
6.2280e-04,-0.444,-0.44,0.0256,0.0232
6.2319e-04,-0.444,-0.448,0.0256,0.0272
6.2357e-04,-0.444,-0.44,0.0264,0.024
6.2396e-04,-0.444,-0.448,0.0264,0.028
6.2434e-04,-0.444,-0.44,0.0264,0.024
6.2473e-04,-0.444,-0.448,0.0264,0.028
6.2511e-04,-0.444,-0.436,0.0256,0.024
6.2549e-04,-0.444,-0.448,0.0256,0.028
6.2588e-04,-0.444,-0.436,0.0264,0.024
6.2626e-04,-0.444,-0.448,0.0264,0.0272
6.2665e-04,-0.444,-0.436,0.0264,0.0248
6.2703e-04,-0.444,-0.448,0.0264,0.0288
6.2741e-04,-0.444,-0.436,0.0264,0.0248
6.2780e-04,-0.444,-0.448,0.0264,0.0288
6.2818e-04,-0.444,-0.436,0.0264,0.024
6.2857e-04,-0.444,-0.448,0.0264,0.028
6.2895e-04,-0.444,-0.436,0.0264,0.0248
6.2933e-04,-0.444,-0.448,0.0264,0.0288
6.2972e-04,-0.444,-0.436,0.0264,0.024
6.3010e-04,-0.444,-0.448,0.0256,0.028
6.3049e-04,-0.444,-0.44,0.0256,0.024
6.3087e-04,-0.444,-0.448,0.0256,0.028
6.3125e-04,-0.444,-0.436,0.0264,0.0248
6.3164e-04,-0.444,-0.448,0.0264,0.028
6.3202e-04,-0.444,-0.436,0.0264,0.0248
6.3241e-04,-0.444,-0.448,0.0264,0.028
